"Script_Name","Script_Version","Script_Description","Script_FileName","Script_Path","Script_GUID","Last_Version"
"TaskChief","1-0-26","A menu-driven PowerShell script to create and manage scheduled jobs.","Unknown","Unknown","de5e71d1-b1a1-4870-b4ac-5f8d1281cd61","N/A"
